Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Fortuner,E:\datacamera2\2025-06-24_09-25-54\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.570911 0.716095 0.058408 0.12017']
Innova,E:\datacamera2\2025-06-24_09-25-54\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.572022 0.714671 0.050558 0.116128']
Zenix,E:\datacamera2\2025-06-24_09-25-54\CAMERA_1.jpg,CAMERA_1.jpg,10,"[1, 2, 5, 6, 7, 10, 12, 13, 17, 18]",1,"['1 0.570202 0.712 0.049049 0.109376', '18 0.461862 0.645887 0.020679 0.020579', '10 0.45333 0.684015 0.019302 0.020269', '7 0.461948 0.566717 0.019638 0.019552', '12 0.533156 0.93298 0.02117 0.021004', '13 0.544148 0.932626 0.020403 0.02083', '5 0.574643 0.931103 0.019854 0.01984', '17 0.393615 0.654199 0.019095 0.019338', '2 0.339545 0.46492 0.020626 0.046258', '6 0.329465 0.567397 0.020715 0.021057']"
Fortuner,E:\datacamera2\2025-06-24_09-24-11\CAMERA_1.jpg,CAMERA_1.jpg,19,"[0, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",12,"['12 0.336803 0.694164 0.047104 0.085337', '6 0.536919 0.594168 0.029673 0.036819', '9 0.349336 0.652126 0.019464 0.019132', '17 0.508788 0.560516 0.020291 0.020952', '25 0.355397 0.831469 0.019692 0.019706', '0 0.595284 0.692985 0.020546 0.020644', '22 0.585752 0.619062 0.020391 0.020281', '14 0.571521 0.639207 0.019907 0.020582', '27 0.553461 0.828227 0.02035 0.020449', '4 0.557178 0.866353 0.028152 0.050702', '15 0.361175 0.574054 0.020168 0.020329', '5 0.620675 0.636559 0.020565 0.037573', '11 0.309812 0.69532 0.019534 0.01959', '28 0.597364 0.792824 0.019985 0.020139', '26 0.373097 0.737031 0.020048 0.020551', '18 0.590935 0.640695 0.019982 0.019854', '24 0.614371 0.788089 0.020147 0.020171', '16 0.420724 0.548055 0.020489 0.020593', '13 0.56264 0.635274 0.020226 0.020598']"
Innova,E:\datacamera2\2025-06-24_09-24-11\CAMERA_1.jpg,CAMERA_1.jpg,16,"[0, 3, 4, 5, 7, 8, 9, 10, 11, 14, 16, 17, 19, 24, 25, 26]",8,"['8 0.336544 0.693454 0.044775 0.083335', '7 0.309669 0.694464 0.019843 0.0201', '4 0.535831 0.59547 0.029013 0.03501', '5 0.349484 0.652071 0.019237 0.019326', '26 0.372769 0.73709 0.020085 0.019809', '0 0.595887 0.694257 0.020298 0.020547', '10 0.571408 0.639465 0.0196 0.020314', '16 0.541899 0.685766 0.019287 0.022096', '14 0.590732 0.639398 0.01962 0.020027', '25 0.355548 0.831287 0.019654 0.020053', '19 0.585315 0.619046 0.020134 0.020776', '24 0.613568 0.788328 0.019442 0.020103', '3 0.619296 0.627204 0.019753 0.048379', '17 0.59726 0.793378 0.019171 0.019579', '9 0.562653 0.635032 0.02032 0.02044', '11 0.361003 0.57406 0.020321 0.021107']"
Zenix,E:\datacamera2\2025-06-24_09-24-11\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-22-35\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-22-35\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.370127 0.697899 0.050079 0.105566']
Zenix,E:\datacamera2\2025-06-24_09-22-35\CAMERA_1.jpg,CAMERA_1.jpg,13,"[2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 18, 19]",2,"['15 0.315917 0.666794 0.019858 0.020104', '3 0.367206 0.697972 0.05891 0.115419', '4 0.558038 0.780696 0.020232 0.020281', '14 0.409825 0.55916 0.020017 0.020279', '7 0.610436 0.56622 0.020005 0.01992', '5 0.578341 0.923809 0.020248 0.020024', '6 0.47429 0.557348 0.020034 0.01993', '2 0.348501 0.437364 0.019868 0.028314', '12 0.536386 0.925103 0.021938 0.021657', '19 0.550042 0.746607 0.019247 0.019708', '13 0.548058 0.924798 0.019835 0.020622', '18 0.528238 0.655197 0.019253 0.019146', '2 0.302449 0.442885 0.019813 0.027243']"
Fortuner,E:\datacamera2\2025-06-24_09-21-06\CAMERA_1.jpg,CAMERA_1.jpg,14,"[0, 4, 5, 6, 9, 10, 12, 13, 14, 15, 18, 22, 25, 26]",12,"['12 0.3324 0.677563 0.046214 0.083803', '9 0.345456 0.636104 0.020179 0.020158', '10 0.353753 0.705543 0.020051 0.019229', '18 0.58393 0.622413 0.019867 0.019796', '13 0.555745 0.61762 0.019387 0.019654', '0 0.588737 0.67552 0.019287 0.019914', '14 0.564654 0.621407 0.020106 0.020162', '22 0.578534 0.603499 0.019735 0.019186', '4 0.549944 0.848074 0.027706 0.05092', '25 0.351199 0.814884 0.019757 0.019718', '26 0.368665 0.719453 0.01966 0.019682', '15 0.357027 0.558869 0.021049 0.021109', '5 0.612482 0.612831 0.020626 0.054286', '6 0.529635 0.579808 0.028736 0.035713']"
Innova,E:\datacamera2\2025-06-24_09-21-06\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",28,"['28 0.554953 0.531705 0.020078 0.02035', '4 0.529694 0.581436 0.028383 0.034276', '21 0.421375 0.493801 0.019963 0.020011', '23 0.567606 0.513228 0.020135 0.020329', '11 0.356937 0.559386 0.019769 0.020497', '8 0.33179 0.676646 0.045205 0.082093', '19 0.579049 0.602846 0.020816 0.019864', '26 0.367916 0.719357 0.020137 0.020166', '13 0.502988 0.549055 0.020328 0.020438', '10 0.565092 0.621587 0.019855 0.021023', '12 0.416342 0.534885 0.020043 0.020804', '22 0.490186 0.496186 0.019915 0.020368', '2 0.550942 0.854542 0.030248 0.054492', '3 0.61282 0.612497 0.02011 0.049782', '6 0.353473 0.704852 0.019837 0.020045', '9 0.555222 0.617377 0.019917 0.020356', '14 0.583906 0.621866 0.020373 0.020391', '27 0.43431 0.496899 0.020222 0.02021', '18 0.588437 0.771621 0.020198 0.021917', '16 0.536107 0.666786 0.02012 0.024364', '20 0.346611 0.522755 0.019875 0.020231', '25 0.350977 0.813669 0.020531 0.02128', '0 0.588582 0.675395 0.019852 0.019691', '5 0.345148 0.636063 0.019558 0.019587', '24 0.607121 0.768325 0.019943 0.020206']"
Zenix,E:\datacamera2\2025-06-24_09-21-06\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-19-12\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-19-12\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Zenix,E:\datacamera2\2025-06-24_09-19-12\CAMERA_1.jpg,CAMERA_1.jpg,10,"[2, 6, 7, 8, 9, 10, 11, 14, 17, 18]",17,"['17 0.453057 0.650283 0.019739 0.020158', '11 0.439079 0.840937 0.019785 0.019636', '18 0.522381 0.673446 0.020074 0.020271', '8 0.494206 0.751428 0.019957 0.019746', '10 0.452945 0.69103 0.019064 0.019624', '14 0.403878 0.572979 0.019984 0.019988', '7 0.605376 0.579665 0.019986 0.019611', '9 0.495271 0.789225 0.02089 0.020574', '2 0.335279 0.467317 0.019887 0.026299', '6 0.468472 0.573067 0.019439 0.01951']"
Fortuner,E:\datacamera2\2025-06-24_09-17-34\CAMERA_1.jpg,CAMERA_1.jpg,15,"[4, 5, 6, 9, 10, 12, 13, 14, 15, 18, 21, 22, 24, 25, 26]",12,"['12 0.338908 0.678348 0.04635 0.083544', '9 0.351544 0.637171 0.02016 0.020204', '10 0.359625 0.706371 0.019191 0.019451', '26 0.373012 0.720722 0.019713 0.019836', '22 0.584162 0.606508 0.019353 0.018981', '18 0.589125 0.62521 0.019385 0.019479', '25 0.356034 0.815114 0.019687 0.019507', '5 0.617385 0.612514 0.020732 0.057187', '24 0.612406 0.769838 0.020644 0.020567', '15 0.363116 0.5617 0.019168 0.020079', '14 0.570396 0.624419 0.019764 0.019229', '6 0.534977 0.581358 0.030042 0.037207', '4 0.55479 0.848261 0.026391 0.045724', '13 0.561423 0.620014 0.020323 0.019938', '21 0.353708 0.524516 0.020063 0.019994']"
Innova,E:\datacamera2\2025-06-24_09-17-34\CAMERA_1.jpg,CAMERA_1.jpg,23,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28]",4,"['4 0.535076 0.583661 0.029335 0.033308', '28 0.560569 0.535564 0.020259 0.020525', '6 0.359369 0.704396 0.018756 0.019442', '18 0.594323 0.764338 0.021412 0.043715', '8 0.338138 0.678336 0.046637 0.082234', '24 0.611955 0.770113 0.020058 0.02125', '2 0.556824 0.852013 0.022529 0.040708', '21 0.427322 0.496011 0.019785 0.019825', '19 0.584501 0.605068 0.020329 0.01947', '9 0.560356 0.619024 0.019841 0.020221', '10 0.570684 0.624038 0.019886 0.021275', '16 0.541324 0.669886 0.020769 0.037338', '11 0.363301 0.561476 0.019805 0.020079', '5 0.351363 0.636839 0.020018 0.019534', '23 0.572682 0.516172 0.019813 0.019522', '12 0.422243 0.537714 0.020501 0.020818', '3 0.619627 0.616806 0.019545 0.051249', '14 0.589146 0.624917 0.019952 0.020332', '25 0.357419 0.81468 0.020094 0.02102', '13 0.50896 0.549043 0.019967 0.019913', '20 0.352927 0.524272 0.020235 0.020169', '26 0.373291 0.72038 0.018887 0.019528', '22 0.496156 0.498077 0.019422 0.019448']"
Zenix,E:\datacamera2\2025-06-24_09-17-34\CAMERA_1.jpg,CAMERA_1.jpg,1,[3],3,['3 0.34055 0.675391 0.041184 0.076927']
Fortuner,E:\datacamera2\2025-06-24_09-15-52\CAMERA_1.jpg,CAMERA_1.jpg,16,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 22, 24, 25, 26]",12,"['12 0.337928 0.68164 0.046698 0.085387', '10 0.359008 0.71028 0.019701 0.019598', '11 0.310919 0.682377 0.020405 0.020484', '9 0.350462 0.640043 0.020032 0.020005', '25 0.356364 0.819013 0.020319 0.02061', '26 0.373147 0.72379 0.019929 0.020067', '18 0.590157 0.627036 0.019432 0.019561', '14 0.571301 0.625472 0.020068 0.019665', '22 0.58491 0.60748 0.019742 0.019439', '0 0.594829 0.680045 0.020268 0.020425', '4 0.556735 0.852454 0.027608 0.051053', '24 0.613708 0.772317 0.021257 0.021109', '5 0.618309 0.617333 0.020424 0.052956', '13 0.562695 0.620359 0.020484 0.019484', '15 0.361685 0.562178 0.020379 0.021086', '6 0.536276 0.581801 0.030004 0.038288']"
Innova,E:\datacamera2\2025-06-24_09-15-52\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28]",4,"['4 0.535342 0.584824 0.029721 0.033094', '6 0.358983 0.709615 0.019727 0.019395', '28 0.560817 0.536062 0.020408 0.020588', '24 0.61309 0.772612 0.020713 0.021677', '7 0.311072 0.681082 0.019856 0.01945', '8 0.33751 0.680975 0.046472 0.082736', '23 0.573327 0.516297 0.01992 0.019972', '10 0.571489 0.625521 0.019668 0.021223', '16 0.541787 0.671837 0.020445 0.038208', '2 0.557594 0.856361 0.0239 0.041579', '5 0.349987 0.639978 0.020009 0.019682', '20 0.351095 0.525312 0.020492 0.019965', '25 0.356425 0.818003 0.020436 0.021099', '19 0.584447 0.60622 0.020452 0.01953', '18 0.595142 0.768104 0.021048 0.044605', '9 0.56143 0.62009 0.019285 0.020516', '13 0.509084 0.549694 0.019981 0.020551', '21 0.427147 0.497576 0.020068 0.020095', '11 0.361406 0.563119 0.020136 0.020033', '3 0.620539 0.616534 0.019489 0.051751', '12 0.421843 0.538746 0.020516 0.020653', '14 0.59025 0.626655 0.019231 0.019893', '0 0.595154 0.679985 0.020154 0.020054', '26 0.372856 0.724184 0.019695 0.020745', '22 0.495661 0.498459 0.020068 0.019907']"
Zenix,E:\datacamera2\2025-06-24_09-15-52\CAMERA_1.jpg,CAMERA_1.jpg,1,[3],3,['3 0.339707 0.677579 0.039945 0.076124']
Fortuner,E:\datacamera2\2025-06-24_09-14-15\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-14-15\CAMERA_1.jpg,CAMERA_1.jpg,1,[26],26,['26 0.553644 0.79382 0.019025 0.019432']
Zenix,E:\datacamera2\2025-06-24_09-14-15\CAMERA_1.jpg,CAMERA_1.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",9,"['9 0.496054 0.784229 0.019932 0.01999', '3 0.364202 0.714825 0.049865 0.115364', '17 0.454757 0.644372 0.020373 0.020659', '18 0.523835 0.667969 0.020242 0.020279', '19 0.545937 0.759619 0.019582 0.019537', '10 0.454676 0.685727 0.019275 0.0199', '7 0.605283 0.576274 0.019581 0.019766', '4 0.553541 0.794024 0.019783 0.019827', '13 0.543349 0.935705 0.02042 0.020255', '8 0.494845 0.746515 0.019579 0.018957', '14 0.405116 0.569599 0.019942 0.019795', '6 0.469309 0.568676 0.019588 0.019653', '16 0.403384 0.648007 0.019783 0.020034', '11 0.441199 0.835656 0.019888 0.019598', '5 0.574098 0.934713 0.02018 0.020032', '12 0.53278 0.936041 0.020398 0.019988', '15 0.312026 0.68185 0.019653 0.020223', '2 0.339742 0.475605 0.020228 0.049728']"
Fortuner,E:\datacamera2\2025-06-24_09-12-32\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.59853 0.696447 0.048934 0.084275', '1 0.317078 0.573994 0.020657 0.02003', '6 0.536132 0.590849 0.029481 0.035647', '23 0.558705 0.549021 0.020201 0.02031', '22 0.585681 0.615263 0.020104 0.02096', '24 0.614729 0.783292 0.020008 0.019642', '14 0.562575 0.628849 0.020604 0.020472', '17 0.50867 0.555969 0.020409 0.020738', '15 0.35762 0.597775 0.019597 0.019418', '26 0.37193 0.733436 0.019683 0.019871', '27 0.552857 0.823508 0.019516 0.01979', '25 0.355189 0.828501 0.019883 0.019883', '9 0.586743 0.653994 0.02038 0.020007', '21 0.360386 0.569151 0.020103 0.020221', '2 0.311878 0.61586 0.020463 0.020429', '16 0.421113 0.545115 0.020202 0.02044', '0 0.339672 0.68395 0.020531 0.020577', '10 0.577478 0.72455 0.020127 0.02029', '4 0.5588 0.86867 0.026965 0.050383', '28 0.59671 0.789521 0.019895 0.019747', '13 0.571983 0.634829 0.019778 0.01982', '11 0.627052 0.698292 0.020956 0.020139']"
Innova,E:\datacamera2\2025-06-24_09-12-32\CAMERA_1.jpg,CAMERA_1.jpg,9,"[4, 7, 8, 9, 14, 16, 24, 25, 26]",4,"['4 0.535173 0.591312 0.028893 0.032829', '8 0.600395 0.696351 0.045309 0.079378', '16 0.542491 0.682324 0.020767 0.035718', '25 0.354817 0.828902 0.019559 0.020235', '26 0.371916 0.734135 0.020215 0.020991', '9 0.561547 0.628518 0.019838 0.020161', '7 0.626617 0.69785 0.019486 0.020098', '24 0.614187 0.783307 0.018873 0.019063', '14 0.571651 0.634265 0.01894 0.019496']"
Zenix,E:\datacamera2\2025-06-24_09-12-32\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-10-51\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-10-51\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.570494 0.692984 0.049321 0.107601']
Zenix,E:\datacamera2\2025-06-24_09-10-51\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.56898 0.698456 0.051927 0.119871', '10 0.453929 0.667348 0.018799 0.019297', '13 0.542886 0.916524 0.020086 0.020731', '9 0.495267 0.763523 0.019956 0.019664', '16 0.341821 0.689008 0.018926 0.019239', '5 0.574064 0.915467 0.021108 0.020921', '2 0.342119 0.430122 0.02024 0.049669', '8 0.494058 0.725731 0.020038 0.020055', '17 0.393737 0.638424 0.020589 0.021505', '12 0.532025 0.916811 0.02065 0.020161', '6 0.330859 0.552709 0.020076 0.020181', '18 0.461738 0.630146 0.019404 0.019496', '7 0.462682 0.553706 0.019399 0.019634', '11 0.441069 0.814708 0.019894 0.019945', '15 0.32757 0.614139 0.019658 0.020107']"
Fortuner,E:\datacamera2\2025-06-24_09-09-16\CAMERA_1.jpg,CAMERA_1.jpg,21,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 26, 27, 28]",11,"['11 0.620102 0.681283 0.020554 0.020581', '8 0.592238 0.68046 0.048548 0.082297', '27 0.546664 0.806458 0.019542 0.019732', '16 0.416206 0.532168 0.020301 0.020341', '21 0.357079 0.55719 0.02027 0.020111', '18 0.584606 0.619652 0.02011 0.02054', '15 0.35418 0.584334 0.019574 0.01978', '22 0.579545 0.601212 0.020455 0.019895', '23 0.553283 0.536595 0.020195 0.020679', '26 0.368003 0.717488 0.019736 0.019758', '13 0.565516 0.618696 0.019753 0.020653', '28 0.589893 0.771573 0.020102 0.020344', '6 0.53104 0.578116 0.028958 0.033992', '9 0.580662 0.638318 0.019889 0.019833', '2 0.308271 0.603551 0.019939 0.020469', '10 0.571649 0.707032 0.019993 0.020296', '1 0.313636 0.562876 0.02082 0.020612', '0 0.336311 0.668849 0.020277 0.020381', '14 0.556902 0.614493 0.019569 0.020217', '4 0.551973 0.85261 0.027031 0.047588', '24 0.607698 0.765197 0.020401 0.01999']"
Innova,E:\datacamera2\2025-06-24_09-09-16\CAMERA_1.jpg,CAMERA_1.jpg,11,"[2, 4, 7, 8, 9, 10, 14, 16, 17, 25, 26]",4,"['4 0.5299 0.57839 0.027863 0.032365', '7 0.619642 0.680738 0.018683 0.018787', '26 0.367813 0.717343 0.019906 0.020087', '16 0.536369 0.665236 0.019911 0.031564', '8 0.593678 0.677801 0.041433 0.077351', '2 0.551951 0.8509 0.026157 0.051092', '10 0.565633 0.619899 0.019504 0.020044', '25 0.351442 0.812814 0.019442 0.020826', '9 0.556494 0.61524 0.01823 0.020333', '17 0.590369 0.770583 0.019285 0.018452', '14 0.585002 0.619954 0.019504 0.020227']"
Zenix,E:\datacamera2\2025-06-24_09-09-16\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-07-31\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.623979 0.696989 0.020141 0.020009', '8 0.595999 0.695075 0.04879 0.0847', '17 0.506335 0.555717 0.020365 0.020475', '23 0.556115 0.549389 0.020067 0.019726', '28 0.594052 0.786097 0.019936 0.02005', '26 0.369819 0.733359 0.02047 0.020181', '6 0.533534 0.589939 0.029223 0.035398', '15 0.355794 0.597679 0.020008 0.019785', '1 0.315587 0.574465 0.021205 0.020503', '27 0.550279 0.822768 0.020312 0.020424', '14 0.559583 0.62782 0.020148 0.020576', '24 0.612087 0.78096 0.020148 0.020346', '22 0.582255 0.614064 0.020268 0.020269', '2 0.309888 0.617319 0.020655 0.021118', '16 0.417951 0.545394 0.019917 0.020642', '25 0.353283 0.82817 0.019938 0.020033', '0 0.337705 0.684888 0.020492 0.020426', '4 0.55644 0.86524 0.027635 0.048686', '21 0.358338 0.570029 0.020437 0.020321', '9 0.583542 0.652366 0.020226 0.020093', '13 0.569408 0.633796 0.019684 0.019786', '10 0.574362 0.723239 0.01956 0.020133']"
Innova,E:\datacamera2\2025-06-24_09-07-31\CAMERA_1.jpg,CAMERA_1.jpg,9,"[4, 7, 8, 9, 14, 16, 24, 25, 26]",4,"['4 0.533406 0.590511 0.028402 0.032326', '7 0.623752 0.697043 0.019365 0.019187', '26 0.369888 0.733297 0.020563 0.0209', '25 0.35339 0.827959 0.019373 0.020805', '8 0.597683 0.693795 0.043328 0.078936', '16 0.539326 0.68033 0.020041 0.034103', '9 0.559763 0.628822 0.018602 0.020362', '24 0.611706 0.781241 0.019048 0.019174', '14 0.568382 0.634327 0.017888 0.018589']"
Zenix,E:\datacamera2\2025-06-24_09-07-31\CAMERA_1.jpg,CAMERA_1.jpg,2,"[1, 7]",1,"['1 0.593875 0.692716 0.03485 0.071008', '7 0.418697 0.545801 0.019028 0.019803']"
Fortuner,E:\datacamera2\2025-06-24_09-05-51\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-05-51\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Zenix,E:\datacamera2\2025-06-24_09-05-51\CAMERA_1.jpg,CAMERA_1.jpg,10,"[2, 3, 4, 5, 6, 7, 14, 15, 16, 19]",3,"['3 0.36462 0.707123 0.06215 0.123985', '14 0.406748 0.56407 0.02 0.020042', '15 0.313034 0.672748 0.019919 0.020172', '16 0.404666 0.641221 0.020111 0.020304', '4 0.553783 0.785478 0.019391 0.019332', '7 0.606579 0.571421 0.019079 0.019228', '6 0.470872 0.564214 0.020617 0.020449', '19 0.54524 0.753095 0.020578 0.020386', '5 0.57445 0.928035 0.019353 0.019897', '2 0.340835 0.448378 0.019486 0.027546']"
Fortuner,E:\datacamera2\2025-06-24_09-04-22\CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.597523 0.684718 0.047846 0.080557', '16 0.420444 0.53463 0.020394 0.020353', '11 0.624952 0.687151 0.019937 0.020251', '21 0.360531 0.559277 0.020091 0.020194', '23 0.557957 0.540598 0.01982 0.02042', '14 0.560979 0.619316 0.020794 0.021023', '6 0.535248 0.580512 0.029073 0.035072', '22 0.5837 0.604603 0.019946 0.019852', '26 0.37228 0.721765 0.019947 0.019947', '28 0.594987 0.776988 0.020204 0.019822', '24 0.612796 0.771197 0.01995 0.019982', '13 0.56919 0.623409 0.020059 0.020642', '10 0.576003 0.71289 0.02016 0.01991', '9 0.5854 0.644049 0.020046 0.019771', '2 0.312418 0.605933 0.020147 0.02091', '18 0.589315 0.624184 0.020117 0.020415', '4 0.554697 0.860788 0.025565 0.043101', '0 0.340498 0.672766 0.020491 0.020471', '1 0.317301 0.56489 0.020177 0.019666', '25 0.356073 0.816282 0.019016 0.018624', '15 0.358002 0.587062 0.020181 0.020217', '17 0.507859 0.545979 0.020805 0.020724', '27 0.551647 0.813243 0.019854 0.019603']"
Innova,E:\datacamera2\2025-06-24_09-04-22\CAMERA_1.jpg,CAMERA_1.jpg,12,"[0, 2, 4, 7, 8, 9, 10, 16, 17, 24, 25, 26]",7,"['7 0.624833 0.688038 0.019075 0.019455', '4 0.535 0.581518 0.028699 0.034284', '16 0.54093 0.669277 0.020056 0.021927', '24 0.612466 0.771327 0.019053 0.01925', '8 0.598706 0.686237 0.043579 0.078227', '25 0.355327 0.815704 0.019696 0.020219', '9 0.56044 0.619353 0.019665 0.020201', '2 0.555469 0.857668 0.027054 0.050069', '10 0.570002 0.625013 0.018109 0.020835', '17 0.595193 0.776923 0.019092 0.019046', '0 0.340468 0.673471 0.023207 0.022089', '26 0.372069 0.722812 0.019512 0.020505']"
Zenix,E:\datacamera2\2025-06-24_09-04-22\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-02-58\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-02-58\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.568315 0.717828 0.050972 0.110488']
Zenix,E:\datacamera2\2025-06-24_09-02-58\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.56655 0.71968 0.050682 0.110849', '13 0.541386 0.93851 0.019827 0.020285', '18 0.460037 0.652252 0.019692 0.019761', '17 0.390325 0.66075 0.019801 0.020353', '10 0.45155 0.690734 0.019375 0.019325', '8 0.493105 0.749751 0.019164 0.019261', '12 0.530877 0.939248 0.019995 0.019953', '16 0.339493 0.713912 0.019505 0.019612', '5 0.57228 0.937157 0.019564 0.019385', '11 0.439183 0.837759 0.019643 0.019655', '15 0.3248 0.636892 0.019791 0.020047', '7 0.460484 0.57352 0.019502 0.019913', '6 0.327511 0.573592 0.019726 0.019705', '9 0.494169 0.787091 0.019082 0.019193', '2 0.336495 0.478615 0.02182 0.048148']"
Fortuner,E:\datacamera2\2025-06-24_09-01-10\CAMERA_1.jpg,CAMERA_1.jpg,18,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 18, 22, 24, 25, 26, 28]",12,"['12 0.335887 0.696456 0.046784 0.085599', '25 0.35444 0.833986 0.020196 0.019762', '26 0.371029 0.73955 0.020425 0.020897', '10 0.357461 0.724879 0.020306 0.019992', '28 0.595506 0.795516 0.020358 0.020255', '0 0.593789 0.696666 0.020298 0.020181', '11 0.309211 0.697419 0.019887 0.019994', '22 0.583925 0.622722 0.019948 0.019943', '24 0.613073 0.790114 0.020239 0.019838', '18 0.589798 0.642311 0.020664 0.020452', '14 0.569782 0.641499 0.020353 0.019972', '4 0.556179 0.869232 0.026711 0.048496', '6 0.535019 0.597731 0.028945 0.036707', '5 0.618136 0.638957 0.020574 0.043458', '13 0.560583 0.637717 0.020087 0.020059', '15 0.364928 0.597846 0.017071 0.016525', '9 0.348684 0.653997 0.020204 0.020069', '17 0.508104 0.564122 0.020752 0.02096']"
Innova,E:\datacamera2\2025-06-24_09-01-10\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.535353 0.600152 0.027247 0.03184', '21 0.425612 0.510369 0.019979 0.020517', '8 0.336225 0.695942 0.043872 0.081042', '28 0.560679 0.551126 0.020471 0.020643', '26 0.371455 0.739146 0.020073 0.020376', '19 0.583858 0.622058 0.0204 0.0208', '22 0.495371 0.514143 0.019838 0.020288', '7 0.308999 0.697644 0.019874 0.020084', '1 0.55817 0.871938 0.026888 0.044123', '23 0.572858 0.53031 0.020034 0.020216', '10 0.569951 0.641679 0.019751 0.020537', '20 0.350587 0.538407 0.019588 0.019674', '27 0.438479 0.513134 0.01982 0.020358', '14 0.589394 0.641726 0.020041 0.019897', '13 0.508459 0.565472 0.020831 0.02153', '17 0.595307 0.79534 0.020505 0.020134', '0 0.593891 0.696907 0.020099 0.020533', '24 0.612247 0.790527 0.019793 0.019614', '11 0.360273 0.577178 0.019345 0.019972', '15 0.540916 0.687523 0.02023 0.020179', '12 0.42156 0.550539 0.020692 0.020573', '25 0.355026 0.833742 0.020298 0.021462', '9 0.560291 0.636942 0.019721 0.019616', '6 0.35779 0.724626 0.019784 0.01964', '3 0.617153 0.628373 0.019758 0.048238', '5 0.348949 0.654076 0.020548 0.020543']"
Zenix,E:\datacamera2\2025-06-24_09-01-10\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
