Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_02-58-20/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",10,"['10 0.357779 0.71836 0.019756 0.01945', '26 0.371657 0.733301 0.020113 0.020519', '6 0.532811 0.59081 0.029423 0.035207', '12 0.336113 0.690847 0.046188 0.084286', '28 0.593047 0.785262 0.020369 0.020388', '4 0.553794 0.858031 0.028758 0.05062', '22 0.581496 0.614718 0.019965 0.020206', '9 0.348749 0.648817 0.019768 0.019667', '17 0.505708 0.557353 0.020424 0.020603', '27 0.54873 0.820323 0.02012 0.020001', '15 0.360001 0.571277 0.020111 0.020105', '13 0.558257 0.630776 0.020125 0.020306', '5 0.61513 0.631848 0.020606 0.037582', '25 0.355453 0.827184 0.019617 0.019716', '24 0.61063 0.780618 0.020069 0.020262', '11 0.309845 0.69253 0.019719 0.019455', '0 0.590893 0.688246 0.020129 0.020207', '16 0.419007 0.547425 0.019764 0.020228', '14 0.567796 0.634713 0.020196 0.020497', '18 0.586521 0.635297 0.019956 0.019968']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-44-40/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.621082 0.683515 0.020313 0.020377', '8 0.593489 0.683874 0.049424 0.082847', '16 0.41726 0.534015 0.020043 0.019911', '21 0.358357 0.560021 0.019959 0.020229', '9 0.58135 0.641979 0.019966 0.019633', '18 0.585635 0.623494 0.020381 0.020914', '28 0.591324 0.773966 0.020561 0.020363', '13 0.566063 0.6216 0.020191 0.020688', '14 0.556437 0.616136 0.020361 0.020197', '4 0.553838 0.852684 0.027456 0.049462', '22 0.579995 0.60394 0.020624 0.019999', '27 0.54822 0.808509 0.020379 0.020258', '6 0.530679 0.580516 0.029193 0.033679', '26 0.369133 0.719692 0.019473 0.019282', '23 0.554001 0.539604 0.019956 0.020108', '10 0.572169 0.710109 0.020398 0.020597', '25 0.353226 0.814629 0.019164 0.019201', '0 0.336654 0.671616 0.020335 0.0202', '2 0.30926 0.607769 0.019769 0.020975', '1 0.314531 0.564606 0.020266 0.019816', '24 0.608759 0.76864 0.019789 0.020403', '17 0.502902 0.546253 0.020522 0.019974', '15 0.35549 0.58709 0.02015 0.01981']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_01-51-00/CAMERA_1.jpg,CAMERA_1.jpg,27,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",18,"['4 0.535029 0.583288 0.029688 0.03449', '6 0.358466 0.70784 0.019899 0.019861', '21 0.425543 0.494698 0.019337 0.019457', '28 0.560727 0.534777 0.02011 0.020779', '8 0.336878 0.679942 0.045746 0.084374', '19 0.5847 0.605032 0.02019 0.019781', '24 0.612564 0.771711 0.020128 0.020693', '9 0.561347 0.619184 0.020757 0.020817', '22 0.495445 0.497413 0.019763 0.019886', '7 0.310497 0.680485 0.019526 0.019328', '5 0.349274 0.638395 0.019975 0.019726', '25 0.356018 0.816301 0.020073 0.020695', '23 0.573104 0.514388 0.020157 0.020659', '12 0.421239 0.536016 0.020574 0.021247', '11 0.36087 0.562242 0.020569 0.021183', '3 0.618391 0.614006 0.019557 0.051678', '10 0.571111 0.624224 0.019208 0.020912', '16 0.540976 0.671659 0.020405 0.036156', '14 0.589317 0.625873 0.019768 0.020042', '2 0.556776 0.855925 0.025142 0.04345', '13 0.507029 0.54807 0.021251 0.020752', '20 0.350793 0.52423 0.020351 0.019994', '26 0.372126 0.723954 0.01929 0.020247', '27 0.438273 0.497532 0.02005 0.019735', '0 0.593983 0.679977 0.019627 0.019356', '18 0.595758 0.777066 0.020003 0.024144', '18 0.595095 0.766908 0.020984 0.043467']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_17-35-09/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.595968 0.695925 0.048677 0.083279', '26 0.370765 0.734376 0.019907 0.019615', '21 0.358752 0.57283 0.019926 0.019993', '22 0.583113 0.615259 0.020501 0.020742', '1 0.315487 0.57853 0.021673 0.021562', '17 0.506615 0.557839 0.020655 0.020496', '15 0.356438 0.601969 0.021153 0.021188', '24 0.61177 0.783101 0.020222 0.020298', '23 0.556407 0.5493 0.019415 0.019663', '6 0.532633 0.591824 0.028677 0.034588', '9 0.584011 0.654763 0.020268 0.020154', '14 0.558838 0.629381 0.020841 0.02162', '25 0.35378 0.830119 0.01963 0.019618', '27 0.550606 0.823091 0.019908 0.019929', '28 0.594136 0.787975 0.020394 0.020234', '0 0.338403 0.685858 0.020803 0.020804', '2 0.309921 0.620715 0.020466 0.020959', '4 0.557463 0.867437 0.027603 0.050148', '13 0.569034 0.63511 0.019437 0.019758', '16 0.418512 0.54629 0.019965 0.02058', '10 0.575022 0.724262 0.020397 0.020201', '11 0.623822 0.698421 0.019879 0.020019', '18 0.588253 0.63569 0.020363 0.019721']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_23-20-33/CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.533733 0.586892 0.026722 0.033173', '6 0.358908 0.710616 0.019727 0.019453', '8 0.338286 0.681901 0.04283 0.080023', '28 0.559774 0.539636 0.020153 0.020164', '20 0.351924 0.528785 0.019747 0.020298', '7 0.311756 0.683233 0.019262 0.019497', '0 0.592071 0.682573 0.019825 0.019543', '5 0.350765 0.6423 0.019795 0.020369', '9 0.558825 0.62389 0.020022 0.020645', '13 0.507318 0.55433 0.01993 0.020421', '27 0.439144 0.503655 0.020301 0.019648', '1 0.556233 0.855843 0.026764 0.043615', '19 0.583156 0.610372 0.01946 0.020119', '24 0.611066 0.774904 0.019318 0.019723', '11 0.362207 0.56588 0.019157 0.019232', '15 0.540189 0.673434 0.019022 0.019031', '25 0.356336 0.817856 0.020166 0.021298', '22 0.494792 0.503362 0.019701 0.01965', '14 0.587969 0.630015 0.020303 0.019366', '10 0.568603 0.628292 0.018931 0.019944', '12 0.421698 0.541733 0.020447 0.020218', '17 0.593526 0.779434 0.019883 0.019889', '26 0.373401 0.724921 0.019534 0.019845', '3 0.615057 0.615903 0.019947 0.04526', '23 0.57209 0.52016 0.019451 0.020013']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_22-35-17/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.623311 0.69596 0.020113 0.019917', '8 0.595165 0.693105 0.048942 0.082059', '28 0.592984 0.785334 0.02011 0.019916', '17 0.505542 0.553498 0.02018 0.020172', '6 0.532265 0.58872 0.028577 0.034552', '26 0.369082 0.731476 0.019799 0.019594', '23 0.554983 0.547655 0.020147 0.01999', '25 0.353084 0.827977 0.019477 0.019647', '15 0.355843 0.596387 0.020532 0.020342', '1 0.314414 0.575646 0.021149 0.02053', '14 0.557884 0.62575 0.020863 0.021715', '4 0.556584 0.863406 0.026943 0.048141', '24 0.61154 0.779864 0.020151 0.020072', '2 0.308914 0.617943 0.020201 0.020472', '27 0.550148 0.821773 0.020025 0.019832', '0 0.337158 0.683212 0.01984 0.020251', '21 0.358106 0.568758 0.020626 0.020259', '9 0.583607 0.651613 0.020219 0.020322', '22 0.582214 0.612947 0.020895 0.020694', '16 0.417686 0.545911 0.020042 0.020729', '10 0.573638 0.72266 0.019657 0.020172', '13 0.567153 0.631693 0.020524 0.020805', '18 0.587532 0.631554 0.019557 0.019861']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_21-24-00/CAMERA_1.jpg,CAMERA_1.jpg,21,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 28]",8,"['8 0.594831 0.689618 0.048295 0.083062', '11 0.622611 0.690597 0.01994 0.01986', '17 0.50739 0.552016 0.019638 0.019911', '26 0.372344 0.722728 0.019169 0.019242', '6 0.533146 0.586009 0.028355 0.03478', '14 0.559603 0.62174 0.019647 0.019772', '16 0.420286 0.540535 0.020165 0.020275', '13 0.568351 0.62764 0.020123 0.01971', '4 0.556359 0.856247 0.026718 0.049798', '9 0.583789 0.647387 0.01996 0.019738', '28 0.593137 0.778268 0.019556 0.019678', '24 0.610317 0.773533 0.019647 0.020149', '21 0.361283 0.563185 0.020042 0.020482', '18 0.587695 0.629114 0.01929 0.019926', '25 0.356171 0.817218 0.01959 0.019527', '15 0.359299 0.591328 0.019706 0.01999', '10 0.574005 0.714811 0.019683 0.019966', '0 0.341054 0.675033 0.019927 0.019832', '22 0.582445 0.609553 0.020411 0.020715', '2 0.313862 0.610053 0.020245 0.020318', '1 0.318485 0.568032 0.020226 0.020169']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_04-24-44/CAMERA_1.jpg,CAMERA_1.jpg,19,"[0, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",6,"['6 0.53523 0.59421 0.029772 0.035741', '9 0.348594 0.652085 0.019746 0.019638', '28 0.59521 0.792839 0.020122 0.01986', '12 0.335443 0.694489 0.047149 0.085647', '4 0.555809 0.866714 0.028373 0.051059', '26 0.370483 0.737438 0.019807 0.02002', '14 0.570038 0.638537 0.020548 0.020925', '25 0.354956 0.832012 0.01939 0.019302', '15 0.359858 0.574535 0.019818 0.020563', '27 0.551412 0.828173 0.020172 0.020108', '22 0.584508 0.619779 0.020083 0.020282', '16 0.41986 0.547943 0.02054 0.020319', '5 0.620139 0.637208 0.021164 0.039267', '17 0.508251 0.561523 0.020733 0.021223', '18 0.589895 0.640312 0.019968 0.020995', '0 0.594336 0.694017 0.020703 0.020403', '11 0.30883 0.695903 0.019818 0.019873', '24 0.612815 0.788447 0.020045 0.019877', '13 0.561104 0.634957 0.020507 0.020423']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-17-28/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.619491 0.685353 0.020413 0.020031', '8 0.59205 0.684012 0.048257 0.081698', '16 0.416704 0.535739 0.020695 0.020678', '14 0.554699 0.618551 0.020142 0.019723', '9 0.580026 0.642682 0.020062 0.019192', '6 0.529469 0.580921 0.029108 0.033486', '18 0.583748 0.624696 0.019449 0.019684', '13 0.564866 0.623182 0.01984 0.02014', '26 0.367998 0.721263 0.019633 0.019946', '23 0.552833 0.540734 0.019678 0.020055', '10 0.57072 0.710983 0.020238 0.020438', '22 0.57835 0.605133 0.019756 0.019609', '21 0.35672 0.560318 0.020389 0.02023', '25 0.351483 0.815371 0.019298 0.019259', '28 0.589486 0.77603 0.020123 0.020302', '2 0.308226 0.607991 0.019579 0.020296', '0 0.335998 0.67219 0.020314 0.020454', '17 0.502701 0.546694 0.020698 0.020382', '1 0.313442 0.566028 0.020162 0.020032', '24 0.607271 0.769075 0.019994 0.019766', '4 0.551523 0.855695 0.026326 0.047581', '27 0.546212 0.809403 0.019773 0.02002']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_02-04-19/CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.534865 0.585587 0.028929 0.035939', '6 0.359379 0.709387 0.019296 0.019023', '28 0.560312 0.537281 0.020483 0.020888', '20 0.352434 0.526611 0.01988 0.020295', '7 0.31174 0.681537 0.019252 0.019015', '8 0.338593 0.680062 0.045026 0.082103', '9 0.560166 0.622102 0.020181 0.02081', '16 0.54038 0.67231 0.019099 0.020535', '24 0.611726 0.771432 0.020229 0.020752', '13 0.507679 0.553509 0.020563 0.020438', '0 0.5935 0.680948 0.019703 0.019134', '23 0.572091 0.517747 0.01962 0.020292', '3 0.616899 0.616186 0.019305 0.049076', '10 0.569998 0.626659 0.019368 0.020297', '5 0.351209 0.640238 0.020169 0.01989', '12 0.421593 0.539734 0.019632 0.020081', '19 0.583977 0.60859 0.020212 0.020612', '25 0.357126 0.816545 0.020181 0.021492', '11 0.362728 0.56448 0.020051 0.020263', '14 0.589123 0.628622 0.02071 0.020884', '26 0.372426 0.723604 0.018945 0.019766', '2 0.555694 0.857072 0.027698 0.051773', '18 0.594547 0.77674 0.019851 0.0233', '21 0.426455 0.498236 0.019525 0.019798', '22 0.495911 0.501974 0.019968 0.019671', '27 0.439116 0.501925 0.020166 0.019678']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_05-42-05/CAMERA_1.jpg,CAMERA_1.jpg,24,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.59258 0.673135 0.047563 0.080845', '21 0.35861 0.554352 0.019976 0.01957', '22 0.579236 0.595665 0.019837 0.018787', '15 0.356653 0.581819 0.020075 0.019816', '25 0.354028 0.80405 0.02041 0.019974', '6 0.530573 0.573087 0.028797 0.033403', '24 0.608014 0.756702 0.020278 0.020444', '26 0.369503 0.710999 0.019739 0.019528', '28 0.590871 0.762886 0.019992 0.020021', '27 0.547834 0.797807 0.020069 0.019872', '11 0.619962 0.674981 0.02007 0.020044', '23 0.553391 0.531846 0.019368 0.019583', '17 0.503212 0.539254 0.020225 0.02065', '16 0.417794 0.528544 0.02054 0.020305', '4 0.553348 0.843155 0.026513 0.046781', '0 0.338368 0.662979 0.019973 0.020195', '1 0.316015 0.560344 0.020534 0.020437', '2 0.310794 0.59923 0.01976 0.02018', '9 0.580954 0.63309 0.019935 0.020258', '18 0.584259 0.614237 0.019513 0.020105', '13 0.566246 0.614657 0.01979 0.020695', '8 0.971376 0.281418 0.057171 0.131496', '14 0.556707 0.609091 0.020792 0.020541', '10 0.572015 0.70079 0.019976 0.020054']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_23-57-56/CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.622609 0.690497 0.019798 0.019809', '16 0.421191 0.540635 0.020368 0.020463', '8 0.595312 0.689644 0.048597 0.082477', '14 0.559259 0.622163 0.019504 0.019873', '26 0.372419 0.723912 0.019126 0.019243', '6 0.53301 0.586486 0.029682 0.035112', '13 0.567927 0.628043 0.019942 0.019827', '17 0.506139 0.551281 0.020495 0.020899', '24 0.610464 0.774031 0.020021 0.019725', '28 0.593712 0.779098 0.019702 0.019493', '18 0.58759 0.629866 0.019329 0.020183', '9 0.583789 0.647909 0.019892 0.019618', '4 0.556633 0.857119 0.026215 0.04739', '21 0.361946 0.564225 0.020513 0.020385', '25 0.356309 0.818837 0.019579 0.019525', '27 0.550495 0.814174 0.019729 0.01998', '10 0.573924 0.715357 0.019935 0.02013', '15 0.359094 0.592788 0.019495 0.019923', '22 0.582194 0.609897 0.020425 0.020592', '2 0.314039 0.610749 0.020119 0.020295', '1 0.318474 0.569774 0.019885 0.019958', '0 0.341034 0.675977 0.020427 0.02021', '23 0.55591 0.546286 0.019854 0.02021']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_22-45-16/CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.533508 0.587155 0.026169 0.032568', '20 0.352693 0.528593 0.020029 0.020551', '8 0.338096 0.681023 0.042927 0.079056', '6 0.359601 0.708291 0.019168 0.020242', '28 0.559315 0.538573 0.020009 0.020001', '7 0.311209 0.681166 0.019491 0.01915', '5 0.349912 0.641409 0.019719 0.020125', '9 0.558069 0.623995 0.019804 0.020442', '27 0.438803 0.503167 0.019983 0.019472', '24 0.610715 0.775241 0.019812 0.02006', '13 0.507518 0.556013 0.019883 0.020589', '1 0.556094 0.855326 0.027345 0.044172', '19 0.583067 0.609955 0.019505 0.019982', '0 0.592711 0.682648 0.019941 0.01967', '14 0.587893 0.630057 0.019963 0.019621', '17 0.593144 0.779109 0.019666 0.020113', '15 0.53986 0.674349 0.019024 0.018752', '25 0.35709 0.81689 0.020076 0.02136', '22 0.494695 0.50304 0.020472 0.019725', '12 0.421502 0.541431 0.019961 0.020032', '10 0.568225 0.628151 0.019465 0.02012', '11 0.362025 0.566162 0.019132 0.019345', '26 0.372139 0.724258 0.018966 0.019449', '23 0.571977 0.519805 0.019721 0.019966', '3 0.614545 0.615169 0.020091 0.046112']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_02-15-49/CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28]",6,"['6 0.358481 0.71111 0.019401 0.019286', '7 0.310731 0.682872 0.019556 0.019685', '8 0.337152 0.681535 0.042376 0.079096', '4 0.533105 0.587457 0.026275 0.031806', '20 0.351513 0.528705 0.020154 0.020576', '5 0.349792 0.642941 0.01927 0.019547', '28 0.558916 0.541197 0.020065 0.020486', '0 0.591524 0.683707 0.019927 0.01944', '13 0.506275 0.55418 0.020468 0.020393', '27 0.437727 0.504058 0.019496 0.019444', '1 0.5562 0.85529 0.027105 0.043973', '9 0.557633 0.623251 0.019709 0.020428', '19 0.581693 0.610204 0.019219 0.020089', '24 0.610653 0.775037 0.019152 0.019545', '11 0.361643 0.566503 0.019521 0.019666', '22 0.494069 0.504021 0.019866 0.020172', '15 0.539466 0.67369 0.019631 0.019213', '26 0.37227 0.725305 0.019666 0.019952', '14 0.587293 0.630391 0.019873 0.019221', '25 0.356397 0.818678 0.019749 0.020826', '12 0.420691 0.542962 0.020264 0.020654', '10 0.568105 0.628735 0.018698 0.020148', '17 0.593643 0.77958 0.019653 0.019783', '23 0.571705 0.521636 0.019991 0.020867', '3 0.615023 0.61647 0.020047 0.0463']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-18_16-56-00/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",17,"['17 0.506125 0.548425 0.020581 0.020529', '11 0.62265 0.689357 0.020503 0.02039', '8 0.594651 0.687907 0.049445 0.082985', '14 0.557447 0.620506 0.021415 0.021345', '13 0.567159 0.625987 0.021122 0.020927', '26 0.369843 0.722925 0.019819 0.019884', '21 0.359395 0.562054 0.019355 0.01983', '9 0.583158 0.646161 0.020504 0.019882', '18 0.587581 0.627523 0.020292 0.020444', '24 0.610049 0.773267 0.020185 0.020196', '6 0.532591 0.582833 0.028438 0.03446', '4 0.555415 0.857074 0.026404 0.047501', '28 0.591887 0.778849 0.020385 0.020362', '10 0.573175 0.714304 0.020554 0.020682', '25 0.352656 0.818193 0.020047 0.019931', '22 0.581157 0.606784 0.020186 0.020012', '0 0.338424 0.673299 0.020404 0.020619', '27 0.548498 0.814193 0.020283 0.020077', '2 0.309969 0.607924 0.020146 0.020564', '16 0.418596 0.536736 0.02026 0.020223', '23 0.555894 0.540869 0.019949 0.02029', '1 0.315387 0.566135 0.020606 0.020072']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_04-04-40/CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",11,"['11 0.309309 0.682886 0.019861 0.01993', '10 0.357682 0.710624 0.01995 0.019473', '6 0.533803 0.584613 0.02965 0.035022', '9 0.349094 0.640617 0.01989 0.019961', '14 0.568054 0.627519 0.020658 0.020804', '28 0.594427 0.78032 0.020347 0.020113', '5 0.616859 0.626341 0.02087 0.039355', '4 0.554437 0.85213 0.028041 0.050541', '17 0.506932 0.552156 0.020704 0.021301', '27 0.550317 0.814915 0.020182 0.019999', '26 0.371304 0.724849 0.020293 0.020516', '15 0.361477 0.562511 0.020217 0.020337', '13 0.559099 0.622897 0.020442 0.020555', '12 0.336067 0.682291 0.046935 0.085736', '22 0.582827 0.608543 0.021209 0.020858', '18 0.58981 0.629111 0.021024 0.021274', '25 0.354973 0.817757 0.019187 0.019246', '24 0.611377 0.774725 0.02026 0.020305', '0 0.593065 0.682088 0.020195 0.020262', '16 0.419981 0.538711 0.020136 0.020091']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_03-07-45/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 28]",11,"['11 0.626634 0.681237 0.019909 0.020086', '8 0.598746 0.680683 0.048139 0.083603', '15 0.360957 0.585105 0.020619 0.021144', '21 0.363294 0.556684 0.020755 0.020349', '26 0.375149 0.716199 0.019861 0.019901', '23 0.560022 0.536494 0.019489 0.020515', '28 0.597597 0.770413 0.020143 0.020612', '27 0.553713 0.805367 0.020005 0.020279', '17 0.508626 0.542234 0.020254 0.020452', '6 0.536388 0.577328 0.028821 0.034294', '13 0.571663 0.618112 0.019983 0.020706', '0 0.342745 0.667849 0.020147 0.020125', '16 0.423109 0.532209 0.02088 0.02121', '9 0.586953 0.638004 0.019786 0.020272', '4 0.560236 0.850068 0.027515 0.049119', '22 0.584764 0.600829 0.019778 0.019544', '18 0.590581 0.61871 0.019745 0.01989', '10 0.577979 0.706506 0.019791 0.019909', '2 0.315588 0.602862 0.020247 0.020911', '14 0.562269 0.613385 0.020602 0.020222', '1 0.320557 0.562889 0.020144 0.020122', '24 0.614667 0.764872 0.020379 0.020072']"
Fortuner,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_04-16-34/CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 28]",11,"['11 0.621651 0.691387 0.019777 0.02002', '8 0.594293 0.690272 0.048296 0.083422', '24 0.609296 0.775258 0.019761 0.019879', '4 0.554507 0.858539 0.027542 0.048781', '13 0.566634 0.627586 0.01981 0.020139', '28 0.591926 0.780692 0.01971 0.019754', '9 0.582878 0.647717 0.020385 0.019423', '14 0.558119 0.622168 0.019284 0.019783', '25 0.35317 0.818255 0.019713 0.019678', '16 0.418235 0.538582 0.02022 0.020048', '17 0.504639 0.549299 0.020687 0.020557', '6 0.531525 0.585505 0.029592 0.033784', '27 0.54804 0.815661 0.020099 0.020101', '18 0.586149 0.629152 0.020044 0.020643', '26 0.369346 0.724988 0.019701 0.01989', '10 0.572874 0.71646 0.020148 0.020335', '21 0.358454 0.562107 0.020033 0.020276', '22 0.580465 0.609583 0.020764 0.02083', '2 0.309988 0.609446 0.020468 0.021035', '0 0.337218 0.675387 0.020322 0.020401', '1 0.315095 0.566975 0.020838 0.020497', '15 0.355728 0.591328 0.019756 0.019315']"
Innvova,/home/pcsistem/DevelopmentApp/AI Common App/ai-training/datasets/Welding-Confirmation-P1-ubc-new/camera_5/newImage/datacamera/2025-06-19_02-17-27/CAMERA_1.jpg,CAMERA_1.jpg,21,"[0, 2, 3, 4, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28]",13,"['4 0.533087 0.594659 0.029099 0.035597', '0 0.592481 0.691727 0.0203 0.020454', '22 0.492539 0.507908 0.019898 0.019691', '21 0.422179 0.50492 0.020222 0.02069', '13 0.504621 0.559317 0.020653 0.020779', '23 0.570402 0.524915 0.020536 0.021075', '19 0.581266 0.615111 0.020894 0.021017', '11 0.358474 0.573577 0.020545 0.020573', '20 0.347959 0.534963 0.020321 0.020474', '24 0.610865 0.784427 0.01968 0.01997', '3 0.615841 0.623799 0.020349 0.048486', '27 0.435485 0.508548 0.020212 0.020096', '16 0.538796 0.682906 0.020102 0.023354', '14 0.587059 0.635623 0.020469 0.020844', '9 0.557943 0.630627 0.019963 0.020229', '10 0.56801 0.635745 0.020219 0.021026', '12 0.418147 0.548099 0.021015 0.020857', '18 0.591955 0.788403 0.020754 0.021358', '2 0.554156 0.867761 0.026239 0.048691', '28 0.557975 0.546058 0.019984 0.020374', '13 0.417465 0.547873 0.020419 0.021053']"
